Positive_Score,Neutral_Score,Negative_Score,Compound_Score,Sentiment_Label,Original_Comment_Text,Comment_ID
0.03,0.948,0.022,0.117,Positive,"If it can't run modern games, still not worth it. I have a laptop that cost $100 less than this and it can run anything I throw at it, games, apps, so on. Sure, it may not be as small but, I can take it everywhere with me and has a built in 144hz monitor. 🤷‍♂",Ugyhy6sRlg8-6k99lMR4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Honey, I Shrunked the Brownlee",UgxfBhyXE-vpvBP0M9x4AaABAg
0.143,0.857,0.0,0.4588,Positive,"I bought an M2 mini about a year ago, and honestly haven’t used the power button maybe 5 times",Ugzgjs-buTDA8Rdj2Yp4AaABAg
0.049,0.903,0.047,0.0258,Neutral,"The Mini is just a laptop with no screen, keyboard or touchpad.  Its not much effort to roll that out once you have the laptop design complete. And with the level of SOC integration achievable at these geometries its really just a packaging variant.",Ugzm7Gu7dOzdSLGm5eB4AaABAg
0.0,1.0,0.0,0.0,Neutral,Where is written on the device which side is up and which is down?,Ugwqc5kMzFItUZm1l9l4AaABAg
0.0,1.0,0.0,0.0,Neutral,what kind of job or task someone has that  really really and absolutly needs more power than what this machine can deliver? most people wont ever push this machines to 10% of its capabilities....,UgzTASkFHX-XvvHoJBd4AaABAg
0.135,0.698,0.167,-0.1779,Negative,"same shit as usual ryzen mini pcs for 200-300 much nicer and a normal, usefull power button",UgwweW00VfOwArPb5lN4AaABAg
0.623,0.377,0.0,0.851,Positive,love the desk setup!!! pretty old school,Ugw_73zKypkBcCTFbD54AaABAg
0.0,0.694,0.306,-0.8176,Negative,that power button is the worst thing apple did in last couple years 🤦‍♂ just stupid,Ugy8vs0zEQZOpjlfO-J4AaABAg
0.0,1.0,0.0,0.0,Neutral,Watching this on my bootcamped 2012 mac mini ,UgwgGh0UyOrdj70dmuF4AaABAg
0.13,0.803,0.067,0.4996,Positive,"Hey Marques, Can you pls point out in your next video Apple's RIDICULOUS trade in value system? I bought a fully spec'd out 16 Inch M3 MAX Macbook Pro and I was hoping to atleast get half the value back on my Macbook if I traded it in for the 16 Inch M4 MAX Macbook Pro. But they only offered $1600 for a $8000 machine which is beyond disgusting. They need to review this policy ASAP if they're interested making this a logical solution to make yearly upgrades.",UgwEPH8oCI6T11aUo_x4AaABAg
0.066,0.934,0.0,0.4404,Positive,"Hey Marques, what are your thoughts on using the M4 Mac Mini for Microsoft Office apps (ppt, xls, doc, etc)? I work from home on a MacBook Pro (few years old), use the apps daily, and it strugglleeessss. Thanks for the advice.",Ugz0bw-LUpsnv6RdHQ14AaABAg
0.0,0.575,0.425,-0.5707,Negative,That conspiracy person is Tim Cook!,UgycV31PwQDRdPf7X3B4AaABAg
0.211,0.789,0.0,0.34,Positive,Only question i need answered is can we play valorant?,UgyIipNye6_a9fLIM754AaABAg
0.107,0.802,0.092,0.1027,Positive,crazy to see how powerful the m4 pro is compared to the m2 ultra in terms of benchmarks. can't wait for m4 studios.,Ugws8bUBw_Rhs6FnWsF4AaABAg
0.099,0.839,0.062,0.25,Positive,"Putting the power button on the base is I’m afraid just stupid, Why would you do that. Think I’ll wait for them to move it somewhere you can use it without having to pick it up. I’ll like being able to power off in between use. Surely that’s normal.",UgyLcYUG0S2fcPoNO_t4AaABAg
0.411,0.589,0.0,0.7955,Positive,Dear apple! Your apple logo on the top would've been a fine solution for a power button!,UgzCRuThoaF7wqqvZJV4AaABAg
0.0,1.0,0.0,0.0,Neutral,"How much they paying you, Marques?",UgwMRaQiAgHfntLTbzx4AaABAg
0.0,1.0,0.0,0.0,Neutral,Mac mini with M4 pro+ Magic Keyboard +Magic Mouse+Mac display= 3500usd I’ll rather buy a MacBook M4 pro with 36gb ram,Ugyo6t9y67LFxxsHnIt4AaABAg
0.506,0.494,0.0,0.6239,Positive,5:42 That smooth transition! Wow,UgwPK_FHHhntpH69bSl4AaABAg
0.048,0.735,0.217,-0.9705,Negative,"It's all good. I kind of like my Mac mini with the M2 chipset... but that power button is killing me! WHY? Its already a pain in the ass to reach it on my mac mini, and now its on the bottom??? Why? I tried to just make it sleep instead of turning it off, but on the 3rd day its getting so sluggish (I'm working on it) its just not usable. I just can't understand that button placement.",UgxFS7Zl6vsvEFiq0Jp4AaABAg
0.113,0.611,0.276,-0.7356,Negative,"These are not good deals, the price you pay for RAM aka what they call unified memory is insane and there is no Vram its all shared. All apple PCs are a horrible deal.",UgzokRJdyGBWzRCOc2x4AaABAg
0.0,1.0,0.0,0.0,Neutral,They're plenty of mini PCs similar to this,UgxhJoQsEvPWYETKMrN4AaABAg
0.0,0.852,0.148,-0.6597,Negative,"i have zero problem with the power button being on the bottom / ppl who have a problem with that, most likely they aren’t even considering to buy it in the first place",UgxjiabtmgdNGodAtsZ4AaABAg
0.0,0.723,0.277,-0.899,Negative,"I mean I understand that many people don't turn off their PC's 
But it's objectively stupid, just not on a business standpoint. This way the PC's die faster.",Ugz8n-swIpvK5-P7mTx4AaABAg
0.102,0.844,0.054,0.2681,Positive,"Both this and their laptops could be WAY smaller. Apple laptops are now huge, no excuse for that with ARM processors.",Ugx7T7qEPK0FuOsvTI14AaABAg
0.0,0.476,0.524,-0.5106,Negative,The thumbnail is sick,UgxscU68o6GTy-m2gXN4AaABAg
0.0,1.0,0.0,0.0,Neutral,That duck tape was slightly smaller,Ugwr95SNrIy5i9KFkql4AaABAg
0.0,1.0,0.0,0.0,Neutral,would you say the m4 chip with 16gb of ram is enough for everyday use and getting into video editing or do i need to spend the extra money on the m4 pro chip?,UgxrKBL7Om5Ta73FFmx4AaABAg
0.07,0.879,0.051,0.1486,Positive,"That's definitely weird about the power button. I didn't know that. It's so tempting to want to jump on this. I currently have the 2018 Mini and would love an upgrade but I think what I'll do with this new one is wait it out, see them possibly tweak it a bit (maybe reposition the power button) and THEN I'll go for it. I'm in no rush. The 2018 is more than enough for me for now.",Ugxx-1AT_e7yiSztw6J4AaABAg
0.512,0.488,0.0,0.8555,Positive,"Apple is the best, makes best tech in the world.",UgzUD4ZDEraqyn1yet54AaABAg
0.102,0.836,0.062,0.3987,Positive,"You just gave the perfect justification about the button position: I don’t press the button every two weeks or so, and prefer to put it into sleep mode… so, why always bothering with it? Come on guys!!",Ugx0lbbd76oFu5fMF_N4AaABAg
0.0,1.0,0.0,0.0,Neutral,3:32 they could actually make the apple logo the power button,UgxlArmlBfMzvmoLzi14AaABAg
0.0,1.0,0.0,0.0,Neutral,USB-C storage with a nvme drive to get more storage? No?,Ugy99d0-1lsrLc0ZqzJ4AaABAg
0.183,0.741,0.076,0.7777,Positive,"Apple is on a roll! They’re dominating the tech scene and becoming the undisputed king of innovation. Their products are top-notch, and they’re constantly pushing the boundaries of what’s possible. (I used Writing tools friendly mode to proofread this 😂 )",UgwAkj1p6G6lES6EIGR4AaABAg
0.234,0.561,0.206,0.0772,Positive,dominating the tech scene? 😅,UgwAkj1p6G6lES6EIGR4AaABAg.AAaFRSk95u8AAaGaMu7Bv2
0.277,0.584,0.139,0.4404,Positive,@@gateopssss  AI writing tools disclaimer 😂,UgwAkj1p6G6lES6EIGR4AaABAg.AAaFRSk95u8AAaHkGTASkf
0.327,0.673,0.0,0.5267,Positive,5 inches is an ideal size 😏,UgyT0RaUPOZiwssJyCl4AaABAg
0.065,0.904,0.031,0.34,Positive,"Power button on the under side is genius. If you would hang the Mac, you would hang it on the topside under a desktop or behind a screen, and the thermals need to breath, well why not put the button on the side, because a holder, or stand would be in the way of it, and no I do not work for Apple 😅",UgwUkXnNjg7BHbHXtvl4AaABAg
0.0,1.0,0.0,0.0,Neutral,Do normal people still buy desktop computers?,Ugy9-CTwas-8t70bgYt4AaABAg
0.0,0.833,0.167,-0.296,Negative,"So, its just an laptop with no screen 🤔😏",UgySVpBtAEZSLk-7eoB4AaABAg
0.128,0.859,0.013,0.9665,Positive,"Expensive for what little it delivers. The Apple Mini M4 Pro which is their most powerful version only gets 25k on Passmark Performance. It only has one NIC port so you can't use it as a router even though software like OPNsense or pfSense can't be used on Apple products with the M1 or M2 chip and this one uses the M2 chip. You can't load a DNS resolver like Unbound or ad blocker like pihole on it because again Linux won't run on it, but why would you for that price. You're definitely not going to use it for gaming. It's too expensive to use it just for browsing so the only thing I can see it would be good for is running a couple of low resource LXC's in Proxmox, but again Linux! This is just another expensive Apple product for Apple enthusiasts. I love mini pc's and I use them all the time for various projects, but Apple mini PC can only be used for one thing and that's whatever Apple wants you to use it for.",UgwHl8fgojPd8Qf20B54AaABAg
0.0,1.0,0.0,0.0,Neutral,How much will Apple give you for a M2 Mac mini 2023 trade in?,Ugx0q--4H4LEcSy7t7l4AaABAg
0.365,0.635,0.0,0.3182,Positive,a must have for sure,UgznU_lcN2kQ0zK773R4AaABAg
0.09,0.759,0.152,-0.2263,Negative,Why do I want one even though I have no need for it?,UgzVt33aDbZntZVTvVp4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Its basicly just a laptop without a Monitor, Keyboard, Batteri, Mouse and speakers - thats why its so tiny",UgznoGN8v7swhz9Qntl4AaABAg
0.0,0.833,0.167,-0.5267,Negative,"I also believe in that ""conspiracy"". There 100% is something at least somewhat similar to what you're describing.",UgxUqI5DDxV7FEI8qzx4AaABAg
0.105,0.762,0.133,-0.3195,Negative,"Being so small, I would like to see some thermal testing while running photo and video editing software -- a major concern for creatives who hate thermal throttling and fan noise. Small may not be better in this case.",UgwmdzKDRqOhykgZ8Vp4AaABAg
0.474,0.526,0.0,0.3818,Positive,Bottom = Top; Top = Bottom,UgwLjLR0XeO7OZ6hRIZ4AaABAg
0.04,0.832,0.128,-0.6249,Negative,"For storage solution, if you get mac mini, just get a nas, start small build your up wih money, edit from the NAS. and only keep softwares needed for editing & working on the mac, dump all the project files on nas. you don't even have to pay for their stupid pricing.",UgzARzBHGj8NFjXq5T54AaABAg
0.12,0.787,0.093,0.511,Positive,"I agree. Power button on the bottom?! Another new low for Apple's minimalist design. Yes, I routinely leave my Mac on, BUT I do run software like Photoshop that crashes once a week and can lock up the computer requiring a hard restart. Now Apple has made that major inconvenience even more so. I would gladly prefer a larger form factor just to get a power button on the front, or at least the back.",Ugyg0w_yvoKXQc87Dwd4AaABAg
0.467,0.458,0.075,0.918,Positive,"they cheating by not worrying about ram, GPU, and SSD placement but yeah the this one is pretty awesome",UgyZjFGbo2PZuPLSfhx4AaABAg
0.091,0.559,0.35,-0.6224,Negative,"No one cares, the M1 is just fine, stop being sheeple and buying EVERY release",Ugzu5Q08-19KRdYVDWV4AaABAg
0.079,0.921,0.0,0.4404,Positive,6:45 The Mac mini & iMac have different base options.. The base M4 iMac is available with 2 less CPU cores and 2 less GPU cores - making Mac mini is an even better deal,Ugyu_cNZB7UTwTxmUG94AaABAg
0.2,0.772,0.028,0.8685,Positive,the power. button thing..... it's not even a aesthetic thing because they could fit it at the back and no one see it. I'm just guessing but maybe a thermal issue? like not blocking the air flow channel inside the casing to get maximum cooling efficiency? I don't know,UgzURz1Jof4DJlQ1wfZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,Beast of a thumbnail!!!!!!,UgzE8Ulc4ZBCmMuvXGB4AaABAg
0.0,0.803,0.197,-0.4019,Negative,400 dollars to add 744GB of SSD storage is insane in 2024.,Ugz19bw7hpp9kOsuMap4AaABAg
0.224,0.776,0.0,0.963,Positive,"I'm actually surprised you didn't mention the plethora of excellent mini-pcs that are sold by various companies. They have those new efficient intel chips in them, which over pretty good performance (off of the top of my head I don't know how they compare to m4, but it can't be that far off), and they're even smaller and WAY cheaper than the M4 Mac Mini. Yes its very impressive tech, but its far from being the pathfinder in this division. Things like that have existed for a while.",Ugw0Q-RI5Z_zdbNZ7T94AaABAg
0.612,0.388,0.0,0.9274,Positive,Ohh that 5:42 transition though ❤❤❤,UgwU3c8-zJbxch-1Rhx4AaABAg
0.0,0.655,0.345,-0.2755,Negative,Still a mac. No thx,Ugxf1HRQt7ODc18LvWh4AaABAg
0.075,0.619,0.307,-0.9631,Negative,"Is it insane good or bad ?  As a owner of a macmini  M2,1TB, 32gb , I am not thrilled about this tiny M4.  I would never ever  buy it. In terms of video is nothing great  with a 8K Tv , nothing new. You say CRAZY, INSANE, SICK, INCREDIBLE.  what is so special about this stupid little box ....only the price ?",UgyF3rlGKBG62YJuRMR4AaABAg
0.432,0.568,0.0,0.765,Positive,It's safe to say that Apple has a sense of humor 🥳,UgxaXY9PZx__6e4W0oN4AaABAg
0.0,1.0,0.0,0.0,Neutral,why is the button on the bottom?,UgyFxOOfh6i9mGT1PhJ4AaABAg
0.0,1.0,0.0,0.0,Neutral,the base model is enough for videoediting? timeline in 4k mostly,Ugws9RVf1cvn1b0ABRJ4AaABAg
0.0,1.0,0.0,0.0,Neutral,The spaceships are 250sft $4000. Dorms are tiny man,UgwoolkB8eXsUNGKNG54AaABAg
0.0,1.0,0.0,0.0,Neutral,Im waiting for i phone se 4 launch date,UgzLKUfflUnyhzlZh4d4AaABAg
0.0,1.0,0.0,0.0,Neutral,The new Marxist Mini.,UgyeeIflXSt5PiMJbcB4AaABAg
0.097,0.841,0.062,0.6134,Positive,"Its a great deal. But for email, office, webbrowsing and a usable file manager the average user would need a iphone with a great desktop mode. The power of the M4 is only needed for games, video cutting and other high power applications.  I dont see a reason for owning a iphone AND a mac mini. 2 times processors, RAM and storage thats not eco friendly if you dont need Mac OS or high power.",UgwwoweQFZgeLND9Wyl4AaABAg
0.144,0.856,0.0,0.2942,Positive,It’s smoll cuz it’s cold! Bet it will enlarge once the temperature increases ;),Ugy4W3ZXAiIAjp70gJt4AaABAg
0.0,1.0,0.0,0.0,Neutral,Can i airdrop to this Mac mini?,UgxLAv_U0UlNrjy64fd4AaABAg
0.0,1.0,0.0,0.0,Neutral,It's an Apple NUC,UgzY2jceuZce5YPlYTR4AaABAg
0.034,0.849,0.117,-0.623,Negative,"Every Apple product I’ve had has been a letdown, so I’m skeptical the mini is any different. Apple doesn’t really bring anything to the table that you can’t do just as well, if not better, on Windows or with non-Apple devices. When it comes to computers, Apple’s missing a lot compared to what Windows machines offer.",UgzkVJ9_1dKrykWdIOp4AaABAg
1.0,0.0,0.0,0.5423,Positive,Well played,UgxjtRD8roQUXiYqQIt4AaABAg
0.132,0.59,0.278,-0.4939,Negative,Totally onboard with the conspiracy theory about someone thinking of a way to piss people off 😂,UgytsLZTrXxenbZx-l94AaABAg
0.0,0.563,0.437,-0.7351,Negative,"And Steve Jobs rotates in his grave, white-hot with rage",UgwtaH7owQCbMYmkT454AaABAg
0.407,0.593,0.0,0.6705,Positive,What computer desk is MKBHD using? :) i like it,UgwWPjSCv_VzCeEw3kZ4AaABAg
0.327,0.673,0.0,0.7777,Positive,"I love the loudspeaker!
I got the M4 Pro with 24 GB RAM. Future proofing. :-)",UgwEDLggdmR2pOsBVi54AaABAg
0.215,0.785,0.0,0.9223,Positive,"I do hope you enjoy it and all, but 24 GB of unified memory (for system and GPU to share) isn't really the future. I know Apple software is a bit more optimised, but My 8-10 year old PC, depending on how you look at it, has 24 gigs of system RAM and 8 gigs of VRAM.",UgwEDLggdmR2pOsBVi54AaABAg.AAa5HbWA7WTAAbBQ9TAd09
0.144,0.856,0.0,0.6157,Positive,"@@TheBcoolGuy Apple software and system is VERY optimized. Just think that it 16 RAM in Mac is 32Gb in PC, 32GB is 64Gb in Mac.",UgwEDLggdmR2pOsBVi54AaABAg.AAa5HbWA7WTAAbK9-XO7wp
0.103,0.897,0.0,0.5574,Positive,"@@AntonyChard Yeah, that's what Apple's PR department says. By which I mean Apple customers online. Let's take that at face value: What if you wanna run non-Apple software or do something with your Mac that Apple didn't explicitly design it to do?",UgwEDLggdmR2pOsBVi54AaABAg.AAa5HbWA7WTAAc2gpD5fpa
0.133,0.867,0.0,0.3182,Positive,Mac mini plus ipad with Yam display app for a simple portable touch screen display solution,Ugyqfvib-XQTLqFGayh4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Bro change the thumbnail 

Bcz u have 1core sub
Be real",UgxHlSngm9IA7AjOtu94AaABAg
0.244,0.756,0.0,0.4404,Positive,"I'll never understand what apple has against easy, visible buttons",UgwDSwRtpbcSh7DlDCt4AaABAg
0.0,1.0,0.0,0.0,Neutral,Why is the window flickering in the back,UgyB4GCHhunFtplC-vN4AaABAg
0.142,0.657,0.201,-0.5859,Negative,"conspiracy about conspiracy, ""the one thing"" 
is done to increase the media reach of the product 
as the ""one thing annoying about _____ apple product"", 
so that it is more frequently covered about 
reasultng in free advertising",Ugz5VHEdy_SeCkvtFER4AaABAg
0.0,1.0,0.0,0.0,Neutral,I’d just build an external nvme ssd drive and get 4 time the storage for the same price,UgxZdHnkUDtwORtUfZp4AaABAg
0.041,0.779,0.18,-0.8346,Negative,"Power button on the bottom? Epic fail. Jobs would have fired the designer! Oh, and please get rid of the notch, It blocks out controls, content, key elements at times in games, vod. Duh. Feature change for next money grab iteration. And where is my AI in iPhone16!!!",UgwNyZ2lcQuaO2ik7CZ4AaABAg
0.0,0.89,0.11,-0.4767,Negative,Does it really make sense for a desktop computer to be compact and portable? That too coming from a company that discontinued mini phones 😢,UgwlskJ88SPOXKys1jB4AaABAg
0.0,1.0,0.0,0.0,Neutral,Should have named it the mac shuffle,UgxeKUOdUB7cgRuF9sd4AaABAg
0.096,0.818,0.085,0.0777,Positive,it's not dumb @Marques . It's .. aesthetics thing most probably and you could accidentally click the power off button when plugging in usb cables.,Ugx_UQE2DMUwRXr9_p94AaABAg
0.162,0.707,0.131,0.128,Positive,"3:18, yeah that doesn't require any new tinfoil, only peek into planned obsolescence page of wikipedia. These annoyances and ""bad designs"" surely do help with the strategy to ""generate long-term sales volume by reducing the time between repeat purchases"".",UgyQKuQu-GRnZyAEC6Z4AaABAg
